3,0,0,DS,ICP,0.353553,1,0.000140914,1,250.799,250.799,141.493,1,0,
3,0,0,DS,ICP,0.353553,2,0.000203881,1,371.011,371.011,244.429,1,0,
3,0,0,DS,ICP,0.353553,3,0.000324344,1,657.812,657.812,282.936,1,0,
3,0,0,DS,ICP,0.353553,4,0.00025715,1,395.747,395.747,162.051,1,0,
3,0,0,DS,ICP,0.353553,5,0.000254125,1,419.2,419.2,245.339,1,0,
3,0,0,DS,ICP,0.353553,6,0.000367315,1,627.178,627.178,228.273,1,0,
3,0,0,DS,ICP,0.353553,7,0.000276356,1,474.708,474.708,298.215,1,0,
3,0,0,DS,ICP,0.353553,8,0.000207559,1,359.036,359.036,195.05,1,0,
3,0,0,DS,ICP,0.353553,9,0.000191668,1,466.19,466.19,173.977,1,0,
3,0,0,DS,ICP,0.353553,10,0.000237313,1,425.407,425.407,162.716,1,0,
3,0,0,DS,ICP,0.353553,11,0.000333614,1,593.492,593.492,277.746,1,0,
3,0,0,DS,ICP,0.353553,12,0.000198741,1,378.858,378.858,158.552,1,0,
3,0,0,DS,ICP,0.353553,13,0.000205575,1,490.532,490.532,243.154,1,0,
3,0,0,DS,ICP,0.353553,14,0.00021992,1,385.566,385.566,235.163,1,0,
3,0,0,DS,ICP,0.353553,15,0.000265646,1,592.737,592.737,208.176,1,0,
3,0,0,DS,ICP,0.353553,16,0.000292567,1,604.012,604.012,229.333,1,0,
3,0,0,DS,ICP,0.353553,17,0.000108131,1,155.776,155.776,104.634,1,0,
3,0,0,DS,ICP,0.353553,18,0.00113627,1,601.945,602.183,302.967,4,0,
3,0,0,DS,ICP,0.353553,19,0.000182,1,360.67,360.67,244.058,1,0,
3,0,0,DS,ICP,0.353553,20,0.000274121,1,590.699,590.699,225.768,1,0,
3,0,0,DS,ICP,0.353553,21,0.000269002,1,489.756,489.756,205.893,1,0,
3,0,0,DS,ICP,0.353553,22,0.000237373,1,503.263,503.263,239.194,1,0,
3,0,0,DS,ICP,0.353553,23,0.000306461,1,558.997,558.997,280.379,1,0,
3,0,0,DS,ICP,0.353553,24,0.000240298,1,506.076,506.076,239.281,1,0,
3,0,0,DS,ICP,0.353553,25,0.000215732,1,471.845,471.845,197.608,1,0,
4,0,0,DS,ICP,0.353553,1,0.000247423,1,472.321,472.321,221.522,1,0,
4,0,0,DS,ICP,0.353553,2,0.000249876,1,522.525,522.525,244.429,1,0,
4,0,0,DS,ICP,0.353553,3,0.000376162,1,734.287,734.287,282.936,1,0,
4,0,0,DS,ICP,0.353553,4,0.000237793,1,458.95,458.95,162.051,1,0,
4,0,0,DS,ICP,0.353553,5,0.000213799,1,440.432,440.432,245.339,1,0,
4,0,0,DS,ICP,0.353553,6,0.000332079,1,759.588,759.588,228.273,1,0,
4,0,0,DS,ICP,0.353553,7,0.000276817,1,528.479,528.479,298.215,1,0,
4,0,0,DS,ICP,0.353553,8,0.000239648,1,528.575,528.575,195.05,1,0,
4,0,0,DS,ICP,0.353553,9,0.000245208,1,542.884,542.884,173.977,1,0,
4,0,0,DS,ICP,0.353553,10,0.00126826,1,521.374,522.285,163.627,9,0,
4,0,0,DS,ICP,0.353553,11,0.000349603,1,716.027,716.027,277.746,1,0,
